Image failed to open.
Image failed to open.
2689,1
2682,1
2674,1
2682,1
2676,1
2675,1
2675,1
2687,1
2685,1
2676,1
2687,1
2674,1
2683,1
2674,1
2689,1
2683,1
2687,1
2674,1
2684,1
2683,1
2679,1
2687,1
2682,1
2682,1
2675,1
2683,1
2683,1
2683,1
2675,1
2682,1
2675,1
2678,1
2681,1
2677,1
2675,1
2674,1
2675,1
2674,1
2691,1
2676,1
2674,1
2676,1
2675,1
2675,1
2684,1
2675,1
2675,1
2683,1
2675,1
2675,1
2675,1
2677,1
2694,1
2683,1
2691,1
2675,1
2679,1
2686,1
2675,1
2682,1
2675,1
2682,1
2678,1
2682,1
2678,1
2692,1
2681,1
2681,1
2674,1
2683,1
2690,1
2694,1
2674,1
2681,1
2679,1
2682,1
2685,1
2680,1
2684,1
2684,1
2674,1
2676,1
2674,1
2676,1
2688,1
2676,1
2675,1
2686,1
2678,1
2687,1
2688,1
2675,1
2687,1
2675,1
2677,1
2675,1
2675,1
2676,1
2678,1
2681,1
2677,1
2675,1
2681,1
2677,1
2680,1
2674,1
2678,1
2675,1
2677,1
2678,1
2679,1
2685,1
2680,1
2686,1
2676,1
2678,1
2678,1
2677,1
2678,1
2674,1
2677,1
2679,1
2679,1
2680,1
2675,1
2679,1
2676,1
2678,1
2688,1
2677,1
2689,1
2678,1
2677,1
2676,1
2683,1
2690,1
2677,1
2674,1
2679,1
2678,1
2689,1
2675,1
2687,1
2678,1
2679,1
2675,1
2678,1
2676,1
2675,1
2681,1
2674,1
2675,1
2676,1
2675,1
2678,1
2676,1
2676,1
2677,1
2675,1
2677,1
2678,1
2683,1
2689,1
2678,1
2679,1
2676,1
2675,1
2678,1
2676,1
2675,1
2677,1
2679,1
2676,1
2678,1
2684,1
Image failed to open.
Image failed to open.
Image failed to open.
2689,1
2682,1
2674,1
2682,1
2676,1
2675,1
2675,1
2687,1
2685,1
2676,1
2687,1
2674,1
2683,1
2674,1
2689,1
2683,1
2687,1
2674,1
2684,1
2683,1
2679,1
2687,1
2682,1
2682,1
2675,1
2683,1
2683,1
2683,1
2675,1
2682,1
2675,1
2678,1
2681,1
2677,1
2675,1
2674,1
2675,1
2674,1
2691,1
2676,1
2674,1
2676,1
2675,1
2675,1
2684,1
2675,1
2675,1
2683,1
2675,1
2675,1
2675,1
2677,1
2694,1
2683,1
2691,1
2675,1
2679,1
2686,1
2675,1
2682,1
2675,1
2682,1
2678,1
2682,1
2678,1
2692,1
2681,1
2681,1
2674,1
2683,1
2690,1
2694,1
2674,1
2681,1
2679,1
2682,1
2685,1
2680,1
2684,1
2684,1
2674,1
2676,1
2674,1
2676,1
2688,1
2676,1
2675,1
2686,1
2678,1
2687,1
2688,1
2675,1
2687,1
2675,1
2677,1
2675,1
2675,1
2676,1
2678,1
2681,1
2677,1
2675,1
2681,1
2677,1
2680,1
2674,1
2678,1
2675,1
2677,1
2678,1
2679,1
2685,1
2680,1
2686,1
2676,1
2678,1
2678,1
2677,1
2678,1
2674,1
2677,1
2679,1
2679,1
2680,1
2675,1
2679,1
2676,1
2678,1
2688,1
2677,1
2689,1
2678,1
2677,1
2676,1
2683,1
2690,1
2677,1
2674,1
2679,1
2678,1
2689,1
2675,1
2687,1
2678,1
2679,1
2675,1
2678,1
2676,1
2675,1
2681,1
2674,1
2675,1
2676,1
2675,1
2678,1
2676,1
2676,1
2677,1
2675,1
2677,1
2678,1
2683,1
2689,1
2678,1
2679,1
2676,1
2675,1
2678,1
2676,1
2675,1
2677,1
2679,1
2676,1
2678,1
2684,1
Image failed to open.
