3235,0.633511,0.523283,0.313018,0.152031
3132,0.636743,0.52307,0.320017,0.15534
3164,0.635148,0.524425,0.3153,0.156941
3295,0.626629,0.516508,0.296091,0.148139
3237,0.628529,0.520302,0.305663,0.15483
3216,0.627562,0.532286,0.318788,0.168777
3368,0.612829,0.515256,0.298918,0.146477
3405,0.618145,0.522641,0.311565,0.142101
3608,0.591578,0.502688,0.299145,0.13144
3584,0.590072,0.504972,0.296427,0.127768
3501,0.597309,0.51192,0.310012,0.119688
3549,0.596383,0.513569,0.319071,0.137126
3564,0.602897,0.521546,0.330579,0.131367
3517,0.606688,0.522795,0.318807,0.137144
3618,0.595709,0.513317,0.3102,0.13279
3561,0.602256,0.517676,0.321714,0.142134
3552,0.598825,0.515812,0.321879,0.142443
3627,0.587794,0.503762,0.309932,0.133954
3686,0.581991,0.490532,0.301762,0.126126
3655,0.582715,0.495375,0.313873,0.135934
3651,0.586991,0.499314,0.313335,0.140739
3637,0.586423,0.501985,0.319424,0.141407
3711,0.584341,0.495033,0.306873,0.12785
3804,0.573495,0.483222,0.297247,0.122896
3729,0.582886,0.499329,0.3097,0.131983
3660,0.586347,0.501973,0.316909,0.130641
3616,0.581094,0.497289,0.311107,0.128044
3673,0.586514,0.502438,0.317286,0.129621
3605,0.596214,0.513364,0.332036,0.132579
3610,0.592826,0.509177,0.320023,0.140476
2255,0.74205,0.615909,0.395928,0.20766
2195,0.749429,0.62485,0.406917,0.219694
2283,0.740273,0.620007,0.392496,0.202585
2236,0.747402,0.628077,0.405635,0.216538
2258,0.740877,0.616443,0.399787,0.214062
2260,0.742097,0.616624,0.402275,0.214732
2379,0.725066,0.596711,0.394348,0.20488
2344,0.728169,0.601428,0.399744,0.223584
2409,0.724276,0.598433,0.391513,0.212745
2475,0.722035,0.601192,0.386008,0.209012
2379,0.725225,0.595408,0.385589,0.206206
2365,0.730208,0.598949,0.381861,0.215068
2386,0.724766,0.591018,0.374574,0.206254
2380,0.727189,0.596952,0.385172,0.209827
2346,0.733318,0.606838,0.386346,0.210101
2254,0.738939,0.614569,0.394086,0.211612
2200,0.748571,0.627308,0.407008,0.225079
2272,0.741994,0.618536,0.403987,0.227999
2238,0.742374,0.617893,0.392178,0.215563
2275,0.743402,0.614145,0.39575,0.214434
2244,0.745549,0.615885,0.391375,0.199715
2333,0.729256,0.599072,0.372849,0.191334
2278,0.7393,0.622473,0.405687,0.210399
2387,0.723022,0.602696,0.387635,0.20087
2413,0.722388,0.598569,0.397051,0.217575
2618,0.704748,0.581656,0.359902,0.190977
2445,0.719062,0.596867,0.382108,0.204361
2462,0.713921,0.589598,0.376393,0.19935
2409,0.725376,0.602541,0.391667,0.204951
2425,0.721424,0.595833,0.378524,0.203613
2380,0.730373,0.606547,0.384695,0.20825
2214,0.744489,0.616358,0.395577,0.21238
2146,0.760598,0.635654,0.41044,0.213919
2034,0.768495,0.644343,0.418192,0.21709
1971,0.775997,0.654089,0.424021,0.209703
2001,0.77423,0.648207,0.432501,0.230385
1986,0.773417,0.649488,0.434188,0.232612
1980,0.774487,0.649558,0.426586,0.226865
1973,0.775974,0.65392,0.430427,0.217063
2050,0.773631,0.647403,0.42351,0.23048
1939,0.781447,0.657602,0.440727,0.240799
1911,0.785882,0.664854,0.434615,0.223171
1919,0.784552,0.655908,0.434757,0.22621
1874,0.786949,0.660937,0.439593,0.252791
1899,0.778749,0.654098,0.425937,0.229927
1933,0.78332,0.654142,0.425557,0.22494
1900,0.782559,0.652905,0.432158,0.227328
1901,0.787479,0.664371,0.426892,0.233159
1865,0.789598,0.669385,0.448877,0.243101
1952,0.783616,0.662517,0.429073,0.213537
1931,0.778377,0.653943,0.431725,0.233122
1967,0.776503,0.651056,0.437357,0.245782
1996,0.77186,0.643444,0.431825,0.234075
2009,0.77019,0.648715,0.431683,0.241028
1970,0.77085,0.649404,0.431129,0.231669
1898,0.77796,0.657277,0.424674,0.223722
1900,0.782085,0.661982,0.433512,0.227956
1991,0.777019,0.662428,0.4234,0.225894
1921,0.779068,0.659337,0.431489,0.226962
1925,0.783367,0.659593,0.4264,0.233373
1930,0.782093,0.654555,0.423536,0.226453
1921,0.779677,0.657087,0.423988,0.232521
